name,asciiname,country,geonameid
Magnitogorsk,Magnitogorsk,Russia,532288
Lyudinovo,Lyudinovo,Russia,532459
Lyublino,Lyublino,Russia,532535
Lyubertsy,Lyubertsy,Russia,532615
Lytkarino,Lytkarino,Russia,532657
Lys’va,Lys'va,Russia,532675
Lyskovo,Lyskovo,Russia,532715
Luzhniki,Luzhniki,Russia,533067
Lukhovitsy,Lukhovitsy,Russia,533543
Luga,Luga,Russia,533690
Losino-Petrovskiy,Losino-Petrovskiy,Russia,534015
Lomonosov,Lomonosov,Russia,534341
Lodeynoye Pole,Lodeynoye Pole,Russia,534560
Lobnya,Lobnya,Russia,534595
Livny,Livny,Russia,534701
Liski,Liski,Russia,534838
Lipetsk,Lipetsk,Russia,535121
Likino-Dulevo,Likino-Dulevo,Russia,535243
Likhobory,Likhobory,Russia,535270
Lianozovo,Lianozovo,Russia,535330
L’govskiy,L'govskiy,Russia,535334
Komendantsky aerodrom,Komendantsky aerodrom,Russia,535729
Lermontov,Lermontov,Russia,535886
Leonovo,Leonovo,Russia,535966
Leninskiye Gory,Leninskiye Gory,Russia,536098
Leninsk,Leninsk,Russia,536156
Leninogorsk,Leninogorsk,Russia,536162
Tsaritsyno,Tsaritsyno,Russia,536164
Leningradskaya,Leningradskaya,Russia,536200
Yubileyny,Yubileyny,Russia,536206
Lefortovo,Lefortovo,Russia,536398
Lebedyan’,Lebedyan',Russia,536518
Lazarevskoye,Lazarevskoye,Russia,536625
Lakinsk,Lakinsk,Russia,537107
Labinsk,Labinsk,Russia,537281
Dugulubgey,Dugulubgey,Russia,537345
Kuznetsk,Kuznetsk,Russia,537737
Kuz’minki,Kuz'minki,Russia,537832
Kuvandyk,Kuvandyk,Russia,538138
Kuskovo,Kuskovo,Russia,538321
Kushva,Kushva,Russia,538340
Kushchyovskaya,Kushchyovskaya,Russia,538416
Kusa,Kusa,Russia,538442
Kur’yanovo,Kur'yanovo,Russia,538472
Kursk,Kursk,Russia,538560
Kurovskoye,Kurovskoye,Russia,538601
Kurganinsk,Kurganinsk,Russia,538836
Kurchatov,Kurchatov,Russia,538908
Kurchaloy,Kurchaloy,Russia,538913
Kupchino,Kupchino,Russia,539061
Kungur,Kungur,Russia,539147
Kumertau,Kumertau,Russia,539283
Kulebaki,Kulebaki,Russia,539555
Kukmor,Kukmor,Russia,539689
Kudymkar,Kudymkar,Russia,539817
Kudrovo,Kudrovo,Russia,539839
Kudepsta,Kudepsta,Russia,539907
Kubinka,Kubinka,Russia,540030
Kstovo,Kstovo,Russia,540103
Krymsk,Krymsk,Russia,540251
Kropotkin,Kropotkin,Russia,540761
Kronstadt,Kronstadt,Russia,540771
Krasnyy Sulin,Krasnyy Sulin,Russia,541404
Biryulëvo Zapadnoye,Biryulevo Zapadnoye,Russia,541406
Krasnoye Selo,Krasnoye Selo,Russia,542000
Krasnovishersk,Krasnovishersk,Russia,542184
Krasnoufimsk,Krasnoufimsk,Russia,542199
Krasnokamsk,Krasnokamsk,Russia,542327
Krasnogvardeyskoye,Krasnogvardeyskoye,Russia,542334
Krasnogorsk,Krasnogorsk,Russia,542374
Krasnodar,Krasnodar,Russia,542420
Krasnoarmeyskaya,Krasnoarmeyskaya,Russia,542461
Krasnoarmeysk,Krasnoarmeysk,Russia,542463
Krasnoarmeysk,Krasnoarmeysk,Russia,542464
Presnenskiy,Presnenskiy,Russia,542634
Koz’modem’yansk,Koz'modem'yansk,Russia,543018
Kozhukhovo,Kozhukhovo,Russia,543254
Kozeyevo,Kozeyevo,Russia,543344
Kozel’sk,Kozel'sk,Russia,543348
Kovylkino,Kovylkino,Russia,543436
Kovrov,Kovrov,Russia,543460
Kovdor,Kovdor,Russia,543508
Kotovsk,Kotovsk,Russia,543605
Kotovo,Kotovo,Russia,543633
Kotlas,Kotlas,Russia,543704
Kotel’nikovo,Kotel'nikovo,Russia,543728
Kotel’niki,Kotel'niki,Russia,543731
Kotel’nich,Kotel'nich,Russia,543737
Kostroma,Kostroma,Russia,543878
Kostomuksha,Kostomuksha,Russia,543899
Kosaya Gora,Kosaya Gora,Russia,544293
Koryazhma,Koryazhma,Russia,544370
Korenovsk,Korenovsk,Russia,544896
Konstantinovsk,Konstantinovsk,Russia,545277
Kondopoga,Kondopoga,Russia,545626
Konakovo,Konakovo,Russia,545673
Kommunar,Kommunar,Russia,545788
Kolpino,Kolpino,Russia,546105
Kolomyagi,Kolomyagi,Russia,546225
Kolomna,Kolomna,Russia,546230
Kolomenskoye,Kolomenskoye,Russia,546244
Kol’chugino,Kol'chugino,Russia,546521
Kokhma,Kokhma,Russia,546672
Klintsy,Klintsy,Russia,547475
Klin,Klin,Russia,547523
Klimovsk,Klimovsk,Russia,547560
Kizlyar,Kizlyar,Russia,547840
Kizilyurt,Kizilyurt,Russia,547849
Kizel,Kizel,Russia,547875
Kislovodsk,Kislovodsk,Russia,548114
Kirzhach,Kirzhach,Russia,548278
Kirsanov,Kirsanov,Russia,548330
Kirovsk,Kirovsk,Russia,548391
Kirovsk,Kirovsk,Russia,548392
Kirovo-Chepetsk,Kirovo-Chepetsk,Russia,548395
Kirov,Kirov,Russia,548408
Kirov,Kirov,Russia,548410
Kirishi,Kirishi,Russia,548442
Kireyevsk,Kireyevsk,Russia,548506
Kingisepp,Kingisepp,Russia,548602
Kineshma,Kineshma,Russia,548605
Kinel’-Cherkassy,Kinel'-Cherkassy,Russia,548622
Kinel’,Kinel',Russia,548625
Kimry,Kimry,Russia,548652
Kimovsk,Kimovsk,Russia,548658
Khot'kovo,Khot'kovo,Russia,549373
Khosta,Khosta,Russia,549424
Khoroshëvo-Mnevniki,Khoroshevo-Mnevniki,Russia,549479
Kholmskiy,Kholmskiy,Russia,549741
Khimki,Khimki,Russia,550280
Khasavyurt,Khasavyurt,Russia,550478
Kharabali,Kharabali,Russia,550671
Khadyzhensk,Khadyzhensk,Russia,550846
Kazan,Kazan,Russia,551487
Katav-Ivanovsk,Katav-Ivanovsk,Russia,551794
Kastanayevo,Kastanayevo,Russia,551835
Kaspiysk,Kaspiysk,Russia,551847
Kasimov,Kasimov,Russia,551891
Kashira,Kashira,Russia,551964
Kashin,Kashin,Russia,551986
Karachev,Karachev,Russia,552920
Karachayevsk,Karachayevsk,Russia,552924
Karabulak,Karabulak,Russia,552951
Karabanovo,Karabanovo,Russia,552977
Kapotnya,Kapotnya,Russia,553034
Kantyshevo,Kantyshevo,Russia,553092
Kanevskaya,Kanevskaya,Russia,553152
Kandalaksha,Kandalaksha,Russia,553190
Kanash,Kanash,Russia,553216
Kamyzyak,Kamyzyak,Russia,553248
Kamyshin,Kamyshin,Russia,553287
Kamensk-Shakhtinskiy,Kamensk-Shakhtinskiy,Russia,553399
Kaluga,Kaluga,Russia,553915
Kalininsk,Kalininsk,Russia,554199
Korolev,Korolev,Russia,554233
Kaliningrad,Kaliningrad,Russia,554234
Kalach-na-Donu,Kalach-na-Donu,Russia,554397
Kalach,Kalach,Russia,554410
Kachkanar,Kachkanar,Russia,554599
Kabanovo,Kabanovo,Russia,554679
Izobil’nyy,Izobil'nyy,Russia,554770
Izmaylovo,Izmaylovo,Russia,554787
Izhevsk,Izhevsk,Russia,554840
Izberbash,Izberbash,Russia,554894
Ivanteyevka,Ivanteyevka,Russia,555111
Ivanovskoye,Ivanovskoye,Russia,555129
Ivanovo,Ivanovo,Russia,555312
Istra,Istra,Russia,555746
Ishimbay,Ishimbay,Russia,555980
Ipatovo,Ipatovo,Russia,556230
Inza,Inza,Russia,556283
Inozemtsevo,Inozemtsevo,Russia,556320
Il’skiy,Il'skiy,Russia,556951
Igra,Igra,Russia,557469
Gus’-Khrustal’nyy,Gus'-Khrustal'nyy,Russia,557775
Gusev,Gusev,Russia,557882
Gul’kevichi,Gul'kevichi,Russia,558066
Gukovo,Gukovo,Russia,558082
Gudermes,Gudermes,Russia,558118
Gubkin,Gubkin,Russia,558146
Gubakha,Gubakha,Russia,558209
Gryazovets,Gryazovets,Russia,558236
Gryazi,Gryazi,Russia,558312
Groznyy,Groznyy,Russia,558418
Gribanovskiy,Gribanovskiy,Russia,558799
Grazhdanka,Grazhdanka,Russia,559029
Goryachiy Klyuch,Goryachiy Klyuch,Russia,559317
Goryachevodskiy,Goryachevodskiy,Russia,559320
Gorodishche,Gorodishche,Russia,559654
Gorodets,Gorodets,Russia,559678
Gorelovo,Gorelovo,Russia,560142
Gol’yanovo,Gol'yanovo,Russia,560465
Golitsyno,Golitsyno,Russia,560756
Glazov,Glazov,Russia,561347
Giaginskaya,Giaginskaya,Russia,561515
Georgiyevsk,Georgiyevsk,Russia,561627
Gelendzhik,Gelendzhik,Russia,561667
Gay,Gay,Russia,561731
Gavrilov-Yam,Gavrilov-Yam,Russia,561762
Gatchina,Gatchina,Russia,561887
Galich,Galich,Russia,562161
Gagarin,Gagarin,Russia,562237
Furmanov,Furmanov,Russia,562309
Fryazino,Fryazino,Russia,562319
Fryazevo,Fryazevo,Russia,562321
Frolovo,Frolovo,Russia,562389
Fili,Fili,Russia,562820
Ezhva,Ezhva,Russia,563379
Engels,Engels,Russia,563464
Enem,Enem,Russia,563472
Elista,Elista,Russia,563514
Elektrougli,Elektrougli,Russia,563522
Elektrostal’,Elektrostal',Russia,563523
Elektrogorsk,Elektrogorsk,Russia,563524
Ekazhevo,Ekazhevo,Russia,563551
Dzerzhinskiy,Dzerzhinskiy,Russia,563705
Dzerzhinsk,Dzerzhinsk,Russia,563708
Dyurtyuli,Dyurtyuli,Russia,563719
Dyat’kovo,Dyat'kovo,Russia,563822
Dubovka,Dubovka,Russia,564654
Dubna,Dubna,Russia,564719
Dorogomilovo,Dorogomilovo,Russia,565197
Donskoye,Donskoye,Russia,565289
Donskoy,Donskoy,Russia,565290
Donetsk,Donetsk,Russia,565348
Domodedovo,Domodedovo,Russia,565381
Dolgoprudnyy,Dolgoprudnyy,Russia,565614
Dobryanka,Dobryanka,Russia,565778
Dmitrov,Dmitrov,Russia,565955
Divnoye,Divnoye,Russia,566155
Dinskaya,Dinskaya,Russia,566181
Dimitrovgrad,Dimitrovgrad,Russia,566199
Desnogorsk,Desnogorsk,Russia,566384
Derbent,Derbent,Russia,566532
Dedovsk,Dedovsk,Russia,566854
Davydkovo,Davydkovo,Russia,566976
Davlekanovo,Davlekanovo,Russia,567006
Dankov,Dankov,Russia,567109
Danilov,Danilov,Russia,567183
Dagestanskiye Ogni,Dagestanskiye Ogni,Russia,567290
Dachnoye,Dachnoye,Russia,567311
Chusovoy,Chusovoy,Russia,567434
Chudovo,Chudovo,Russia,567774
Chistopol’,Chistopol',Russia,567990
Chishmy,Chishmy,Russia,568012
Chernyanka,Chernyanka,Russia,568587
Chernyakhovsk,Chernyakhovsk,Russia,568595
Chernushka,Chernushka,Russia,568608
Chernogolovka,Chernogolovka,Russia,568808
Cherkessk,Cherkessk,Russia,569154
Cherepovets,Cherepovets,Russia,569223
Cherëmushki,Cheremushki,Russia,569273
Chekhov,Chekhov,Russia,569591
Chegem,Chegem,Russia,569639
Cheboksary,Cheboksary,Russia,569696
Chaykovskiy,Chaykovskiy,Russia,569742
Chapayevsk,Chapayevsk,Russia,569955
Buzuluk,Buzuluk,Russia,570427
Buynaksk,Buynaksk,Russia,570479
Buy,Buy,Russia,570508
Buturlinovka,Buturlinovka,Russia,570563
Buinsk,Buinsk,Russia,571155
Buguruslan,Buguruslan,Russia,571159
Bugulma,Bugulma,Russia,571170
Budyonnovsk,Budyonnovsk,Russia,571306
Bryukhovetskaya,Bryukhovetskaya,Russia,571420
Bryansk,Bryansk,Russia,571476
Bronnitsy,Bronnitsy,Russia,571557
Brateyevo,Brateyevo,Russia,571741
Borovichi,Borovichi,Russia,572154
Borisoglebsk,Borisoglebsk,Russia,572525
Bor,Bor,Russia,572665
Bol’shaya Setun’,Bol'shaya Setun',Russia,574675
Bologoye,Bologoye,Russia,575349
Boksitogorsk,Boksitogorsk,Russia,575410
Boguchar,Boguchar,Russia,575457
Bogorodskoye,Bogorodskoye,Russia,575505
Bogorodsk,Bogorodsk,Russia,575560
Bogoroditsk,Bogoroditsk,Russia,575591
Bobrov,Bobrov,Russia,575948
Blagoveshchensk,Blagoveshchensk,Russia,576116
Blagodarnyy,Blagodarnyy,Russia,576172
Biryulëvo,Biryulevo,Russia,576279
Birsk,Birsk,Russia,576317
Bibirevo,Bibirevo,Russia,576432
Bezhetsk,Bezhetsk,Russia,576566
Bezenchuk,Bezenchuk,Russia,576590
Beslan,Beslan,Russia,576697
Berezniki,Berezniki,Russia,577206
Beloretsk,Beloretsk,Russia,577881
Belorechensk,Belorechensk,Russia,577893
Beloozyorskiy,Beloozyorskiy,Russia,577901
Belgorod,Belgorod,Russia,578072
Belëv,Belev,Russia,578091
Belebey,Belebey,Russia,578120
Belaya Kalitva,Belaya Kalitva,Russia,578155
Belaya Glina,Belaya Glina,Russia,578169
Baymak,Baymak,Russia,578534
Bavly,Bavly,Russia,578638
Bataysk,Bataysk,Russia,578740
Barysh,Barysh,Russia,578931
Balezino,Balezino,Russia,579432
Balashov,Balashov,Russia,579460
Balashikha,Balashikha,Russia,579464
Balakovo,Balakovo,Russia,579492
Novaya Balakhna,Novaya Balakhna,Russia,579514
Balabanovo,Balabanovo,Russia,579529
Baksan,Baksan,Russia,579574
Bakal,Bakal,Russia,579738
Bagayevskaya,Bagayevskaya,Russia,579771
Babushkin,Babushkin,Russia,579870
Azov,Azov,Russia,580054
Avtury,Avtury,Russia,580218
Avtovo,Avtovo,Russia,580222
Atkarsk,Atkarsk,Russia,580420
Astrakhan,Astrakhan,Russia,580497
Asha,Asha,Russia,580660
Arzgir,Arzgir,Russia,580716
Arzamas,Arzamas,Russia,580724
Arsk,Arsk,Russia,580850
Armavir,Armavir,Russia,580922
Arkhangel’sk,Arkhangel'sk,Russia,581049
Argun,Argun,Russia,581126
Ardon,Ardon,Russia,581179
Apsheronsk,Apsheronsk,Russia,581313
Aprelevka,Aprelevka,Russia,581321
Apatity,Apatity,Russia,581357
Anna,Anna,Russia,581671
Andreyevskoye,Andreyevskoye,Russia,581928
Anapa,Anapa,Russia,582182
Amin’yevo,Amin'yevo,Russia,582266
Al’met’yevsk,Al'met'yevsk,Russia,582432
Aleksin,Aleksin,Russia,582750
Alekseyevka,Alekseyevka,Russia,582846
Alekseyevka,Alekseyevka,Russia,582956
Aleksandrovskoye,Aleksandrovskoye,Russia,582993
Aleksandrovsk,Aleksandrovsk,Russia,583041
Aleksandrov,Aleksandrov,Russia,583350
Alatyr’,Alatyr',Russia,583437
Levoberezhnyy,Levoberezhnyy,Russia,583589
Aksay,Aksay,Russia,583673
Akhtyrskiy,Akhtyrskiy,Russia,583785
Akhtubinsk,Akhtubinsk,Russia,583798
Agryz,Agryz,Russia,583983
Afipskiy,Afipskiy,Russia,584126
Adler,Adler,Russia,584243
Achkhoy-Martan,Achkhoy-Martan,Russia,584298
Abinsk,Abinsk,Russia,584441
Abdulino,Abdulino,Russia,584471
Vasil’yevo,Vasil'yevo,Russia,611182
Ryl’sk,Ryl'sk,Russia,695019
Neftekumsk,Neftekumsk,Russia,797781
Alagir,Alagir,Russia,802078
Persianovka,Persianovka,Russia,802714
Annino,Annino,Russia,819552
Dagomys,Dagomys,Russia,823674
Pavlovo,Pavlovo,Russia,827329
Belidzhi,Belidzhi,Russia,828055
Lesnoy,Lesnoy,Russia,829005
Trëkhgornyy,Trekhgornyy,Russia,830844
Mirnyy,Mirnyy,Russia,831129
Znamensk,Znamensk,Russia,831130
Zarechnyy,Zarechnyy,Russia,831165
Kochubeyevskoye,Kochubeyevskoye,Russia,841006
Vnukovo,Vnukovo,Russia,857689
Moskovskiy,Moskovskiy,Russia,857690
Usinsk,Usinsk,Russia,863061
Obukhovo,Obukhovo,Russia,873901
Staryy Malgobek,Staryy Malgobek,Russia,874045
Zavodoukovsk,Zavodoukovsk,Russia,1485357
Zarinsk,Zarinsk,Russia,1485439
Zarechnyy,Zarechnyy,Russia,1485445
Yuzhnyy,Yuzhnyy,Russia,1485627
Yuzhnoural’sk,Yuzhnoural'sk,Russia,1485634
Yurga,Yurga,Russia,1485724
Yeniseysk,Yeniseysk,Russia,1485997
Yemanzhelinsk,Yemanzhelinsk,Russia,1486039
Yekaterinburg,Yekaterinburg,Russia,1486209
Yashkino,Yashkino,Russia,1486298
Yarovoye,Yarovoye,Russia,1486340
Yalutorovsk,Yalutorovsk,Russia,1486468
Vorkuta,Vorkuta,Russia,1486910
Vorgashor,Vorgashor,Russia,1486913
Verkhnyaya Salda,Verkhnyaya Salda,Russia,1487277
Verkhnyaya Pyshma,Verkhnyaya Pyshma,Russia,1487281
Verkhniy Ufaley,Verkhniy Ufaley,Russia,1487394
Uzhur,Uzhur,Russia,1487882
Zelenogorsk,Zelenogorsk,Russia,1488253
Uray,Uray,Russia,1488429
Tyumen,Tyumen,Russia,1488754
Turinsk,Turinsk,Russia,1488933
Troitsk,Troitsk,Russia,1489246
Topki,Topki,Russia,1489394
Tomsk,Tomsk,Russia,1489425
Toguchin,Toguchin,Russia,1489508
Tobolsk,Tobolsk,Russia,1489530
Tayshet,Tayshet,Russia,1489870
Tayga,Tayga,Russia,1489907
Tavda,Tavda,Russia,1489962
Tatarsk,Tatarsk,Russia,1490003
Tashtagol,Tashtagol,Russia,1490042
Tarko-Sale,Tarko-Sale,Russia,1490085
Tara,Tara,Russia,1490140
Talnakh,Talnakh,Russia,1490256
Tal’menka,Tal'menka,Russia,1490266
Talitsa,Talitsa,Russia,1490277
Talitsa,Talitsa,Russia,1490281
Sysert’,Sysert',Russia,1490402
Suzun,Suzun,Russia,1490551
Surgut,Surgut,Russia,1490624
Sukhoy Log,Sukhoy Log,Russia,1490686
Strezhevoy,Strezhevoy,Russia,1490796
Sredneuralsk,Sredneuralsk,Russia,1491159
Sovetskiy,Sovetskiy,Russia,1491230
Sosnovoborsk,Sosnovoborsk,Russia,1491291
Slavgorod,Slavgorod,Russia,1491706
Shushenskoye,Shushenskoye,Russia,1491953
Shumikha,Shumikha,Russia,1491999
Sharypovo,Sharypovo,Russia,1492401
Shadrinsk,Shadrinsk,Russia,1492517
Serov,Serov,Russia,1492663
Sayanogorsk,Sayanogorsk,Russia,1492893
Salekhard,Salekhard,Russia,1493197
Rubtsovsk,Rubtsovsk,Russia,1493467
Rezh,Rezh,Russia,1493648
Reftinskiy,Reftinskiy,Russia,1493687
Promyshlennaya,Promyshlennaya,Russia,1494091
Prokop’yevsk,Prokop'yevsk,Russia,1494114
Poykovskiy,Poykovskiy,Russia,1494276
Polysayevo,Polysayevo,Russia,1494456
Polevskoy,Polevskoy,Russia,1494573
Plast,Plast,Russia,1494907
Osinniki,Osinniki,Russia,1495974
Omsk,Omsk,Russia,1496153
Ob’,Ob',Russia,1496421
Nyagan,Nyagan,Russia,1496476
Noyabrsk,Noyabrsk,Russia,1496503
Novyy Urengoy,Novyy Urengoy,Russia,1496511
Novosilikatnyy,Novosilikatnyy,Russia,1496739
Novosibirsk,Novosibirsk,Russia,1496747
Novokuznetsk,Novokuznetsk,Russia,1496990
Novoaltaysk,Novoaltaysk,Russia,1497173
Norilsk,Norilsk,Russia,1497337
Nizhnyaya Salda,Nizhnyaya Salda,Russia,1497393
Nizhnevartovsk,Nizhnevartovsk,Russia,1497543
Nizhneudinsk,Nizhneudinsk,Russia,1497549
Nev’yansk,Nev'yansk,Russia,1497795
Nefteyugansk,Nefteyugansk,Russia,1497917
Nazarovo,Nazarovo,Russia,1497951
Nadym,Nadym,Russia,1498087
Myski,Myski,Russia,1498129
Minusinsk,Minusinsk,Russia,1498693
Miass,Miass,Russia,1498894
Mezhdurechensk,Mezhdurechensk,Russia,1498920
Megion,Megion,Russia,1499053
Mayma,Mayma,Russia,1499163
Mariinsk,Mariinsk,Russia,1499350
Linëvo,Linevo,Russia,1500532
Lesosibirsk,Lesosibirsk,Russia,1500607
Leninsk-Kuznetsky,Leninsk-Kuznetsky,Russia,1500665
Labytnangi,Labytnangi,Russia,1500933
Kyzyl,Kyzyl,Russia,1500973
Kyshtym,Kyshtym,Russia,1500997
Kuybyshev,Kuybyshev,Russia,1501141
Kurtamysh,Kurtamysh,Russia,1501255
Kurgan,Kurgan,Russia,1501321
Kupino,Kupino,Russia,1501365
Kulunda,Kulunda,Russia,1501460
Krasnoyarsk,Krasnoyarsk,Russia,1502026
Krasnoural’sk,Krasnoural'sk,Russia,1502060
Krasnoturinsk,Krasnoturinsk,Russia,1502061
Krasnoobsk,Krasnoobsk,Russia,1502091
Korkino,Korkino,Russia,1502536
Kopeysk,Kopeysk,Russia,1502603
Yugorsk,Yugorsk,Russia,1502725
Kolpashevo,Kolpashevo,Russia,1502862
Kodinsk,Kodinsk,Russia,1503037
Kochenëvo,Kochenevo,Russia,1503082
Kiselëvsk,Kiselevsk,Russia,1503277
Kirovgrad,Kirovgrad,Russia,1503335
Khanty-Mansiysk,Khanty-Mansiysk,Russia,1503772
Kemerovo,Kemerovo,Russia,1503901
Kedrovka,Kedrovka,Russia,1503940
Kayyerkan,Kayyerkan,Russia,1504139
Kataysk,Kataysk,Russia,1504212
Kasli,Kasli,Russia,1504251
Kartaly,Kartaly,Russia,1504317
Karpinsk,Karpinsk,Russia,1504343
Karasuk,Karasuk,Russia,1504489
Karabash,Karabash,Russia,1504636
Kansk,Kansk,Russia,1504682
Kamyshlov,Kamyshlov,Russia,1504769
Kamensk-Ural’skiy,Kamensk-Ural'skiy,Russia,1504826
Kamen’-na-Obi,Kamen'-na-Obi,Russia,1504871
Kaltan,Kaltan,Russia,1504972
Kalachinsk,Kalachinsk,Russia,1505074
Ivdel’,Ivdel',Russia,1505260
Iskitim,Iskitim,Russia,1505429
Ishim,Ishim,Russia,1505453
Irbit,Irbit,Russia,1505526
Ilanskiy,Ilanskiy,Russia,1505933
Gur’yevsk,Gur'yevsk,Russia,1506073
Gornyak,Gornyak,Russia,1506260
Gorno-Altaysk,Gorno-Altaysk,Russia,1506271
Dudinka,Dudinka,Russia,1507116
Divnogorsk,Divnogorsk,Russia,1507379
Degtyarsk,Degtyarsk,Russia,1507488
Chunskiy,Chunskiy,Russia,1507636
Chernogorsk,Chernogorsk,Russia,1508054
Cherepanovo,Cherepanovo,Russia,1508161
Chelyabinsk,Chelyabinsk,Russia,1508291
Chebarkul’,Chebarkul',Russia,1508350
Borovskiy,Borovskiy,Russia,1508879
Borodino,Borodino,Russia,1508943
Bolotnoye,Bolotnoye,Russia,1509819
Bogotol,Bogotol,Russia,1509852
Bogdanovich,Bogdanovich,Russia,1509888
Biysk,Biysk,Russia,1510018
Beryozovsky,Beryozovsky,Russia,1510203
Berëzovskiy,Berezovskiy,Russia,1510205
Berëzovka,Berezovka,Russia,1510255
Berdsk,Berdsk,Russia,1510350
Beloyarskiy,Beloyarskiy,Russia,1510450
Belovo,Belovo,Russia,1510469
Barnaul,Barnaul,Russia,1510853
Barabinsk,Barabinsk,Russia,1510916
Asino,Asino,Russia,1511309
Asbest,Asbest,Russia,1511330
Artëmovskiy,Artemovskiy,Russia,1511368
Aramil,Aramil,Russia,1511466
Anzhero-Sudzhensk,Anzhero-Sudzhensk,Russia,1511494
Aleysk,Aleysk,Russia,1511783
Alapayevsk,Alapayevsk,Russia,1511954
Akademgorodok,Akademgorodok,Russia,1512086
Achinsk,Achinsk,Russia,1512165
Abaza,Abaza,Russia,1512205
Abakan,Abakan,Russia,1512236
Snezhinsk,Snezhinsk,Russia,1536289
Ozersk,Ozersk,Russia,1538634
Zheleznogorsk,Zheleznogorsk,Russia,1538635
Novoural’sk,Novoural'sk,Russia,1538636
Seversk,Seversk,Russia,1538637
Gubkinskiy,Gubkinskiy,Russia,1539209
Raduzhny,Raduzhny,Russia,1540356
Muravlenko,Muravlenko,Russia,1540711
Lyantor,Lyantor,Russia,1541359
Zima,Zima,Russia,2012484
Zheleznogorsk-Ilimskiy,Zheleznogorsk-Ilimskiy,Russia,2012557
Zeya,Zeya,Russia,2012593
Yakutsk,Yakutsk,Russia,2013159
Vyazemskiy,Vyazemskiy,Russia,2013229
Vrangel’,Vrangel',Russia,2013258
Vladivostok,Vladivostok,Russia,2013348
Vikhorevka,Vikhorevka,Russia,2013399
Ust’-Kut,Ust'-Kut,Russia,2013923
Ust’-Ilimsk,Ust'-Ilimsk,Russia,2013952
Ussuriysk,Ussuriysk,Russia,2014006
Usol’ye-Sibirskoye,Usol'ye-Sibirskoye,Russia,2014022
Ulan-Ude,Ulan-Ude,Russia,2014407
Udachny,Udachny,Russia,2014624
Tynda,Tynda,Russia,2014718
Tulun,Tulun,Russia,2014927
Trudovoye,Trudovoye,Russia,2015051
Fokino,Fokino,Russia,2015310
Svobodnyy,Svobodnyy,Russia,2015833
Spassk-Dal’niy,Spassk-Dal'niy,Russia,2016187
Slyudyanka,Slyudyanka,Russia,2016422
Shimanovsk,Shimanovsk,Russia,2016701
Shelekhov,Shelekhov,Russia,2016764
Severobaykal’sk,Severobaykal'sk,Russia,2016910
Raychikhinsk,Raychikhinsk,Russia,2017487
Petrovsk-Zabaykal’skiy,Petrovsk-Zabaykal'skiy,Russia,2017945
Partizansk,Partizansk,Russia,2018116
Neryungri,Neryungri,Russia,2019309
Nerchinsk,Nerchinsk,Russia,2019326
Nakhodka,Nakhodka,Russia,2019528
Mirny,Mirny,Russia,2019951
Luchegorsk,Luchegorsk,Russia,2020689
Lesozavodsk,Lesozavodsk,Russia,2020812
Lensk,Lensk,Russia,2020838
Kyakhta,Kyakhta,Russia,2021066
Krasnokamensk,Krasnokamensk,Russia,2021618
Komsomolsk-on-Amur,Komsomolsk-on-Amur,Russia,2021851
Khabarovsk,Khabarovsk,Russia,2022890
Kavalerovo,Kavalerovo,Russia,2023058
Irkutsk,Irkutsk,Russia,2023469
Gusinoozyorsk,Gusinoozyorsk,Russia,2023782
Dalnerechensk,Dalnerechensk,Russia,2025159
Chita,Chita,Russia,2025339
Cheremkhovo,Cheremkhovo,Russia,2025527
Borzya,Borzya,Russia,2026126
Bol’shoy Kamen’,Bol'shoy Kamen',Russia,2026303
Bodaybo,Bodaybo,Russia,2026583
Blagoveshchensk,Blagoveshchensk,Russia,2026609
Birobidzhan,Birobidzhan,Russia,2026643
Bikin,Bikin,Russia,2026696
Belogorsk,Belogorsk,Russia,2026895
Baykal’sk,Baykal'sk,Russia,2026979
Aykhal,Aykhal,Russia,2027296
Artëm,Artem,Russia,2027456
Arsen’yev,Arsen'yev,Russia,2027468
Angarsk,Angarsk,Russia,2027667
Amursk,Amursk,Russia,2027749
Aldan,Aldan,Russia,2027968
Aginskoye,Aginskoye,Russia,2028078
Dalnegorsk,Dalnegorsk,Russia,2051471
Bratsk,Bratsk,Russia,2051523
Sayansk,Sayansk,Russia,2055166
Khabarovsk Vtoroy,Khabarovsk Vtoroy,Russia,2056752
Markova,Markova,Russia,2056881
Vilyuchinsk,Vilyuchinsk,Russia,2118647
Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk,Russia,2119441
Yelizovo,Yelizovo,Russia,2119538
Vanino,Vanino,Russia,2119932
Sovetskaya Gavan’,Sovetskaya Gavan',Russia,2121052
Poronaysk,Poronaysk,Russia,2121909
Petropavlovsk-Kamchatsky,Petropavlovsk-Kamchatsky,Russia,2122104
Okha,Okha,Russia,2122614
Nikolayevsk-on-Amure,Nikolayevsk-on-Amure,Russia,2122850
Nevel’sk,Nevel'sk,Russia,2122894
Magadan,Magadan,Russia,2123628
Korsakov,Korsakov,Russia,2124286
Kholmsk,Kholmsk,Russia,2124615
Anadyr,Anadyr,Russia,2127202
Baltiysk,Baltiysk,Russia,2609906
Isakogorka,Isakogorka,Russia,6315399
Krasnoznamensk,Krasnoznamensk,Russia,6417459
Chertanovo Yuzhnoye,Chertanovo Yuzhnoye,Russia,6418146
